emp_no,dept_no,from_date,to_date
498688,d002,10-07-1989,01-01-9999
498689,d001,03-06-1985,26-06-1991
498690,d003,06-01-1989,01-01-9999
498691,d004,24-05-1993,01-01-9999
498692,d004,17-01-1995,01-01-9999
498692,d005,26-11-1992,17-01-1995
498693,d006,07-10-1990,21-09-1998
498694,d004,10-11-1995,01-01-9999
498695,d004,26-12-1996,01-01-9999
498696,d007,27-08-1998,01-01-9999
498697,d007,22-05-1985,01-01-9999
498698,d007,21-01-1994,01-01-9999
498699,d004,25-09-1985,28-09-1985
498700,d004,02-07-1988,01-01-9999
498701,d004,09-01-1988,01-01-9999
498702,d002,02-06-1996,18-02-2000
498702,d007,18-02-2000,01-01-9999
498703,d008,01-11-1995,01-01-9999
498704,d002,07-10-1998,01-01-9999
498705,d009,22-06-1994,01-01-9999
498706,d006,29-07-1997,01-01-9999
498707,d004,04-10-1996,01-01-9999
498708,d005,27-12-1985,30-08-2000
498709,d005,15-02-1987,01-01-9999
498710,d004,25-12-1990,01-01-9999
498711,d005,17-04-1992,23-12-1993
498712,d007,14-01-1987,01-01-9999
498713,d005,20-06-1994,11-08-1994
498713,d008,11-08-1994,05-03-1995
498714,d005,03-05-1985,01-01-9999
498715,d002,11-07-1997,01-01-9999
498716,d005,24-12-1998,01-01-9999
498717,d007,04-08-1993,09-07-1997
498718,d008,15-01-1996,01-01-9999
498719,d005,21-05-1986,01-01-9999
498720,d005,19-12-1989,22-03-2000
498721,d005,04-02-1994,01-01-9999
498722,d004,31-03-2000,01-01-9999
498722,d005,21-08-1995,31-03-2000
498723,d005,24-12-1990,01-01-9999
498724,d002,27-03-1996,06-02-2001
498725,d004,18-07-1988,01-01-9999
498726,d003,15-03-1985,01-01-9999
498727,d006,21-09-1999,01-01-9999
498728,d003,15-11-1996,01-01-9999
498729,d007,03-12-1987,01-01-9999
498730,d004,01-04-1992,01-01-9999
498731,d004,08-09-1990,11-12-1999
498732,d005,01-06-2001,01-01-9999
498732,d006,20-12-1996,01-06-2001
498733,d007,09-02-1995,01-01-9999
498734,d005,14-03-1989,01-01-9999
498735,d004,12-03-1995,17-10-1997
498736,d007,03-09-1986,01-01-9999
498737,d001,19-06-1990,01-01-9999
498738,d004,23-02-1995,01-01-9999
498739,d004,05-11-1998,01-01-9999
498740,d004,03-01-1998,03-06-2001
498740,d009,03-06-2001,01-01-9999
498741,d005,21-12-1985,01-01-9999
498742,d005,08-09-1997,06-05-2002
498743,d009,26-08-1993,01-01-9999
498744,d004,28-06-1998,01-01-9999
498745,d008,16-05-1993,01-01-9999
498746,d008,04-06-1985,11-06-1996
498747,d004,29-11-1989,01-01-9999
498748,d004,23-04-1992,01-01-9999
498748,d008,05-03-1985,23-04-1992
498749,d004,19-10-1991,01-01-9999
498750,d005,07-02-1991,01-01-9999
498751,d005,17-09-1990,01-01-9999
498752,d008,07-05-1990,01-01-9999
498753,d007,22-03-1997,22-10-1997
498754,d004,17-08-1989,01-01-9999
498755,d005,23-10-1999,01-01-9999
498756,d005,23-12-1999,07-11-2001
498757,d001,30-04-2002,01-01-9999
498757,d007,28-12-1993,30-04-2002
498758,d001,04-09-1999,01-01-9999
498759,d005,04-08-1985,01-01-9999
498760,d005,03-11-1998,01-01-9999
498761,d005,06-04-1988,01-01-9999
498762,d004,24-05-1987,01-01-9999
498763,d005,23-07-1989,16-04-1997
498764,d003,10-07-1996,01-01-9999
498765,d007,18-12-1998,01-01-9999
498766,d005,09-05-1985,01-01-9999
498767,d005,09-08-1987,09-09-2000
498767,d008,09-09-2000,01-01-9999
498768,d007,25-08-1991,01-01-9999
498769,d005,23-03-1989,30-11-1998
498770,d004,18-01-1995,01-01-9999
498771,d005,30-09-1995,01-01-9999
498772,d008,13-03-1992,01-01-9999
498773,d007,30-11-1989,01-01-9999
498774,d005,19-03-1991,01-01-9999
498775,d004,29-09-1989,01-01-9999
498776,d004,11-04-1993,15-11-2001
498777,d004,26-10-1996,01-01-9999
498777,d006,23-12-1986,26-10-1996
498778,d004,29-08-1991,01-01-9999
498779,d006,23-03-1989,11-05-1996
498780,d007,20-07-1999,01-01-9999
498781,d004,15-10-1995,30-04-1997
498782,d001,31-08-1986,01-01-9999
498783,d001,11-06-1992,01-01-9999
498784,d004,27-04-1988,01-01-9999
498785,d007,29-08-1993,04-04-1996
498785,d009,04-04-1996,19-11-2000
498786,d007,21-08-1987,17-03-1999
498787,d001,09-12-1991,01-01-9999
498788,d006,06-06-1995,01-01-9999
498789,d005,25-11-1995,01-01-9999
498790,d005,18-06-1995,01-01-9999
498791,d007,17-06-1999,01-01-9999
498792,d007,19-03-1995,09-04-2002
498793,d004,10-12-1997,01-01-9999
498793,d005,07-08-1991,10-12-1997
498794,d008,20-11-1999,01-01-9999
498795,d004,03-10-1985,01-01-9999
498796,d009,12-04-1992,18-08-1996
498797,d005,28-05-1997,01-01-9999
498798,d003,21-05-1987,07-10-1992
498799,d004,01-07-1986,01-01-9999
498800,d008,20-03-1987,01-01-9999
498801,d004,31-01-1996,01-01-9999
498802,d005,14-02-1986,01-01-9999
498803,d005,03-10-1990,08-08-1996
498804,d005,13-03-1995,07-05-1998
498804,d008,07-05-1998,01-01-9999
498805,d004,08-08-1996,01-01-9999
498806,d005,25-01-1993,01-01-9999
498807,d007,23-12-1996,01-01-9999
498808,d004,15-02-1986,01-01-9999
498809,d002,06-11-1993,01-01-9999
498810,d004,23-10-1989,01-01-9999
498811,d006,02-04-1989,04-04-1993
498812,d009,04-02-1992,22-04-2002
498813,d001,30-05-1991,01-01-9999
498813,d007,30-09-1988,30-05-1991
498814,d007,04-05-1990,01-01-9999
498815,d004,03-02-1998,01-01-9999
498816,d003,07-12-1997,01-01-9999
498817,d009,06-11-1998,28-08-1999
498818,d008,27-11-1985,01-01-9999
498819,d005,05-08-1990,01-01-9999
498820,d005,08-02-1993,01-01-9999
498821,d007,08-11-1999,17-04-2001
498822,d004,30-01-1999,01-01-9999
498823,d004,14-01-1989,18-02-1997
498824,d002,13-06-1988,01-09-1994
498824,d003,01-09-1994,01-01-9999
498825,d005,22-08-1990,22-02-2002
498826,d009,20-04-1986,01-01-9999
498827,d005,04-07-1995,01-01-9999
498828,d003,09-02-1989,21-12-2000
498829,d008,03-09-1997,12-03-1998
498830,d004,14-06-1985,01-01-9999
498831,d007,30-01-1987,01-01-9999
498832,d005,02-08-1995,01-01-9999
498833,d009,14-06-1999,01-01-9999
498834,d004,01-09-1992,01-12-1998
498834,d006,01-12-1998,01-01-9999
498835,d007,20-06-1997,01-01-9999
498836,d004,27-11-1987,01-01-9999
498837,d005,05-11-1992,06-10-1995
498838,d008,13-12-1989,01-01-9999
498839,d005,29-10-1985,01-01-9999
498840,d007,02-11-1998,08-02-2000
498841,d007,24-10-1990,01-01-9999
498842,d006,20-02-1988,01-01-9999
498843,d004,09-06-1997,01-01-9999
498844,d004,24-11-2001,01-01-9999
498844,d005,18-07-1990,24-11-2001
498845,d005,13-11-1999,01-01-9999
498846,d005,17-09-1997,01-01-9999
498847,d005,19-11-1998,01-01-9999
498848,d007,04-03-1995,09-05-1995
498849,d002,05-04-1986,01-01-9999
498850,d004,04-12-1997,12-11-2000
498851,d003,19-11-1996,01-01-9999
498852,d009,09-10-1998,01-01-9999
498853,d006,22-05-1996,01-01-9999
498854,d005,15-01-1988,27-04-2001
498854,d008,27-04-2001,01-01-9999
498855,d004,05-10-1990,07-11-1992
498856,d006,17-04-1999,01-01-9999
498857,d006,05-07-1990,01-01-9999
498858,d004,12-12-1997,10-03-2001
498859,d003,22-12-1997,01-01-9999
498860,d004,31-07-1998,01-01-9999
498861,d004,10-01-1993,01-01-9999
498862,d001,14-11-1995,01-01-9999
498862,d007,05-12-1988,14-11-1995
498863,d004,29-08-1995,01-01-9999
498864,d007,02-02-1990,01-01-9999
498865,d008,24-02-1989,01-01-9999
498866,d005,24-12-1993,14-06-1997
498867,d008,12-05-1998,01-01-9999
498868,d008,20-05-1988,09-02-1998
498869,d004,24-08-1999,01-01-9999
498870,d004,01-04-1996,13-08-1999
498870,d006,13-08-1999,01-01-9999
498871,d005,09-08-1993,01-01-9999
498872,d002,30-08-1993,01-01-9999
498873,d005,13-09-1999,01-01-9999
498874,d007,07-11-1997,01-01-9999
498875,d002,23-11-1986,08-09-1989
498876,d005,26-03-1989,01-01-9999
498877,d005,26-10-1992,01-01-9999
498878,d004,12-08-1996,18-08-1997
498878,d005,13-10-1995,12-08-1996
498879,d007,28-12-1986,01-01-9999
498880,d005,04-04-1987,01-01-9999
498881,d005,29-07-1997,04-05-2001
498882,d002,09-11-1990,01-01-9999
498883,d005,24-03-1995,01-01-9999
498884,d006,11-03-1993,01-01-9999
498885,d004,04-12-1992,01-01-9999
498886,d005,07-03-1985,24-04-1990
498886,d008,24-04-1990,01-01-9999
498887,d004,14-06-1989,01-01-9999
498888,d005,07-01-1987,01-01-9999
498889,d007,17-05-1992,01-01-9999
498890,d009,04-04-1998,23-04-1999
498891,d005,22-02-1994,01-01-9999
498892,d004,08-09-1989,01-01-9999
498893,d009,09-02-1988,01-01-9999
498894,d004,21-09-1986,01-01-9999
498895,d004,01-10-1987,05-11-1991
498895,d009,05-11-1991,01-01-9999
498896,d005,09-05-1996,01-01-9999
498897,d003,25-06-1993,01-01-9999
498898,d004,15-08-1997,30-10-1997
498899,d007,29-01-1997,01-01-9999
498900,d004,27-06-1988,01-01-9999
498901,d007,30-12-1985,01-01-9999
498902,d003,27-04-1985,01-01-9999
498903,d005,02-01-1986,05-01-1992
498904,d005,23-05-1990,30-03-1993
498904,d008,30-03-1993,29-12-1994
498905,d006,14-11-1997,01-01-9999
498906,d005,13-05-1987,01-01-9999
498907,d001,15-02-1987,03-12-1988
498908,d004,02-09-1991,05-02-2002
498909,d008,24-12-1997,01-01-9999
498910,d004,19-02-1985,01-01-9999
498911,d001,24-06-1990,01-01-9999
498912,d007,14-09-1995,01-01-9999
498913,d003,04-09-1986,12-06-1991
498914,d008,06-09-1990,01-01-9999
498915,d001,13-12-1992,13-02-1993
498915,d007,07-07-1992,13-12-1992
498916,d007,31-08-1990,01-01-9999
498917,d003,02-06-1989,01-01-9999
498918,d005,06-11-1991,06-09-1998
498919,d005,26-09-1991,01-01-9999
498920,d005,27-05-1998,01-01-9999
498921,d005,09-11-1995,01-01-9999
498922,d004,05-11-1998,01-01-9999
498923,d007,05-06-1994,01-01-9999
498924,d005,13-04-1993,01-01-9999
498925,d006,11-01-1998,01-01-9999
498926,d001,14-05-1989,01-01-9999
498926,d003,08-05-1986,14-05-1989
498927,d007,27-11-1989,26-03-1997
498928,d005,29-03-1987,01-01-9999
498929,d004,22-01-2000,01-01-9999
498930,d001,22-06-1996,01-01-9999
498931,d007,07-07-1999,01-01-9999
498932,d005,11-04-1999,01-01-9999
498933,d005,02-06-1996,01-01-9999
498934,d001,16-06-1989,01-01-9999
498935,d007,12-05-1992,22-11-1998
498936,d005,27-03-1992,01-01-9999
498937,d001,01-04-2002,01-01-9999
498937,d007,22-06-1997,01-04-2002
498938,d009,23-03-1990,01-01-9999
498939,d005,17-07-1998,01-01-9999
498940,d001,11-11-1996,01-01-9999
498941,d007,06-06-1993,01-01-9999
498942,d005,30-11-1990,01-01-9999
498943,d005,13-01-1992,17-04-1993
498944,d005,15-02-1998,01-01-9999
498945,d004,19-04-1997,21-05-2000
498945,d009,21-05-2000,27-11-2000
498946,d005,15-02-1996,01-01-9999
498947,d005,30-01-1986,01-01-9999
498948,d004,17-04-1996,01-01-9999
498949,d004,15-10-1987,01-01-9999
498950,d008,29-09-1999,01-01-9999
498951,d001,05-03-1998,06-08-1998
498952,d005,01-07-1990,01-01-9999
498953,d005,18-02-1990,01-01-9999
498954,d005,24-05-1989,25-07-2000
498955,d004,16-01-1995,01-01-9999
498956,d004,24-04-1985,10-09-1990
498956,d006,10-09-1990,01-01-9999
498957,d008,07-04-1991,01-01-9999
498958,d005,27-09-1996,01-01-9999
498959,d005,25-04-1985,01-01-9999
498960,d005,29-06-1991,01-01-9999
498961,d008,17-05-1985,07-11-1992
498962,d007,07-07-1989,01-01-9999
498963,d007,05-08-1998,01-01-9999
498964,d004,24-02-1995,01-01-9999
498965,d005,12-04-1997,01-01-9999
498966,d002,23-09-1993,22-03-1997
498966,d003,02-09-1993,23-09-1993
498967,d002,11-09-1989,01-01-9999
498968,d003,12-06-1990,01-01-9999
498969,d006,16-06-1993,01-01-9999
498970,d005,17-11-1991,01-01-9999
498971,d004,16-09-1985,03-06-1989
498972,d008,04-06-1989,01-01-9999
498973,d002,02-09-1999,01-01-9999
498974,d001,27-04-1995,01-01-9999
498974,d007,28-06-1987,27-04-1995
498975,d004,06-06-1986,01-01-9999
498976,d003,10-10-1993,01-01-9999
498977,d007,12-07-1999,01-01-9999
498978,d004,20-04-1986,29-09-2001
498979,d001,11-05-1995,01-01-9999
498980,d004,31-12-1996,01-01-9999
498981,d004,01-02-1990,01-01-9999
498982,d005,27-07-1991,01-01-9999
498983,d006,09-03-1994,01-01-9999
498984,d001,01-02-1987,30-12-1994
498984,d009,30-12-1994,01-01-9999
498985,d008,11-11-1993,01-01-9999
498986,d003,23-03-1991,25-05-1993
498987,d009,22-02-1988,01-01-9999
498988,d005,30-09-1998,01-01-9999
498989,d004,22-03-1986,01-01-9999
498990,d009,26-10-1999,30-07-2000
498991,d004,20-02-1988,01-01-9999
498992,d005,13-03-1996,14-11-1998
498992,d008,14-11-1998,01-01-9999
498993,d004,18-02-1993,01-01-9999
498994,d005,10-05-1991,01-01-9999
498995,d005,14-11-1992,01-01-9999
498996,d007,30-09-1996,01-01-9999
498997,d007,19-10-1996,01-01-9999
498998,d007,12-03-1998,26-11-2001
498999,d004,25-06-1985,01-01-9999
499000,d004,26-08-1987,02-07-1992
499000,d009,02-07-1992,01-01-9999
499001,d007,02-05-1990,01-01-9999
499002,d004,13-02-1985,01-01-9999
499003,d004,01-05-1994,01-01-9999
499004,d004,18-05-1993,01-01-9999
499005,d007,09-02-1998,01-01-9999
499006,d002,28-11-1991,01-01-9999
499007,d007,25-09-1996,05-07-1999
499008,d005,09-11-1997,01-05-1999
499008,d008,01-05-1999,01-01-9999
499009,d003,17-12-1999,01-01-9999
499010,d009,21-02-1992,01-01-9999
499011,d003,28-04-1992,01-01-9999
499012,d006,20-04-1986,01-01-9999
499013,d005,03-06-1985,01-01-9999
499014,d005,22-05-1990,01-01-9999
499015,d006,06-09-1989,20-02-2000
499016,d001,07-12-1998,01-01-9999
499017,d001,17-10-1993,01-01-9999
499018,d004,25-03-1996,01-01-9999
499018,d009,28-08-1994,25-03-1996
499019,d005,05-09-1990,01-01-9999
499020,d005,24-04-1999,01-01-9999
499021,d006,11-08-1986,01-01-9999
499022,d005,23-10-1985,04-09-1990
499023,d009,06-08-1986,01-01-9999
499024,d004,11-12-1987,01-01-9999
499025,d001,30-04-1991,01-01-9999
499026,d001,02-01-1987,01-01-9999
499026,d007,13-07-1985,02-01-1987
499027,d002,19-10-1993,01-01-9999
499028,d007,03-08-1992,01-01-9999
499029,d004,17-11-1988,27-12-1998
499030,d004,21-09-1994,01-01-9999
499031,d004,05-03-1999,01-01-9999
499032,d003,02-01-1995,01-01-9999
499033,d005,09-09-1987,12-10-1987
499034,d005,27-04-1999,05-07-2000
499035,d007,03-01-1987,01-01-9999
499036,d005,03-10-1994,22-03-1998
499036,d008,22-03-1998,06-07-2000
499037,d005,18-04-1988,01-01-9999
499038,d007,03-02-1996,20-10-1996
499039,d005,17-04-1989,11-09-1993
499040,d007,27-07-1994,01-01-9999
499041,d005,05-09-1990,01-01-9999
499042,d003,19-07-1991,01-01-9999
499043,d005,08-09-1985,01-01-9999
499044,d005,27-10-1992,01-01-9999
499045,d009,11-08-1985,16-07-1994
499046,d007,12-10-1992,06-05-2002
499046,d009,06-05-2002,01-01-9999
499047,d004,28-06-1987,01-01-9999
499048,d005,14-10-1992,01-01-9999
499049,d005,02-03-1992,01-01-9999
499050,d004,11-02-1990,01-01-9999
499051,d005,08-01-1987,01-01-9999
499052,d009,08-12-1989,19-12-1994
499053,d005,24-07-1995,01-01-9999
499054,d005,24-04-1992,22-10-2000
499054,d008,22-10-2000,01-01-9999
499055,d005,27-10-1994,01-01-9999
499056,d004,27-09-1997,18-11-2000
499057,d007,19-01-1988,01-01-9999
499058,d005,15-07-1986,01-01-9999
499059,d004,26-10-1991,01-01-9999
499060,d009,24-06-1999,01-01-9999
499061,d004,16-08-1990,01-01-9999
499062,d005,07-06-1991,23-11-1991
499063,d009,02-07-1987,01-01-9999
499064,d004,10-01-1988,01-01-9999
499065,d005,15-06-1999,10-11-2001
499065,d008,10-11-2001,01-01-9999
499066,d007,29-05-1998,01-01-9999
499067,d006,22-09-1997,01-01-9999
499068,d006,06-12-1987,01-01-9999
499069,d005,24-11-1988,01-01-9999
499070,d005,10-10-1992,16-05-1994
499071,d005,01-06-1987,01-01-9999
499072,d004,30-11-1998,01-01-9999
499073,d004,09-12-1991,12-04-1997
499073,d009,12-04-1997,01-01-9999
499074,d009,18-04-1988,01-01-9999
499075,d004,25-10-1988,13-02-1994
499076,d004,28-07-1992,01-01-9999
499077,d001,15-08-1989,01-01-9999
499078,d005,16-09-1995,01-01-9999
499079,d005,25-06-1985,01-01-9999
499080,d005,05-02-1999,01-01-9999
499081,d004,07-11-1997,16-02-1998
499081,d009,16-02-1998,20-04-2000
499082,d006,16-12-1987,01-01-9999
499083,d005,03-05-1995,01-01-9999
499084,d005,14-12-1998,01-01-9999
499085,d005,19-06-1988,01-01-9999
499086,d006,12-02-1997,01-01-9999
499087,d005,09-06-1988,01-01-9999
499088,d005,19-09-1999,01-01-9999
499089,d004,08-10-1986,01-01-9999
499089,d005,31-01-1986,08-10-1986
499090,d004,09-08-1985,08-06-1993
499091,d005,25-02-1986,01-01-9999
499092,d004,22-08-1991,01-01-9999
499093,d005,22-08-1993,01-01-9999
499094,d007,20-09-1996,05-06-1999
499095,d003,22-06-1998,01-01-9999
499096,d005,23-03-1986,03-11-1994
499097,d001,29-11-1986,23-05-2000
499098,d005,02-08-1992,31-07-2002
499098,d008,31-07-2002,01-01-9999
499099,d009,12-02-1990,01-01-9999
499100,d006,10-09-1995,01-01-9999
499101,d004,07-06-1997,07-09-2000
499102,d007,12-03-1990,13-01-1993
499103,d009,15-11-1993,01-01-9999
499104,d009,02-04-1987,01-01-9999
499105,d005,18-08-1993,01-01-9999
499106,d004,17-09-1989,01-01-9999
499107,d005,07-06-1991,08-12-2000
499108,d004,31-10-1999,01-01-9999
499108,d005,21-12-1989,31-10-1999
499109,d007,19-09-1996,01-01-9999
499110,d005,21-02-1997,01-01-9999
499111,d005,05-07-1997,13-10-1998
499112,d001,10-07-1998,14-12-2000
499113,d004,26-03-1991,01-01-9999
499114,d005,03-02-1997,01-01-9999
499115,d006,19-09-1987,01-01-9999
499116,d004,28-01-1997,01-01-9999
499117,d005,04-08-1994,01-01-9999
499118,d004,09-10-1994,04-05-2001
499119,d002,09-07-1998,01-01-9999
499119,d003,27-11-1993,09-07-1998
499120,d007,14-07-1993,01-01-9999
499121,d004,23-03-1986,23-11-2001
499122,d007,01-04-1990,01-01-9999
499123,d007,15-05-1988,01-01-9999
499124,d005,13-08-1998,01-01-9999
499125,d005,02-02-1994,01-01-9999
499126,d002,26-09-1991,01-01-9999
499127,d005,07-03-1999,11-09-1999
499127,d008,11-09-1999,11-12-1999
499128,d001,18-06-1986,01-01-9999
499129,d005,13-06-1990,01-01-9999
499130,d005,21-10-1988,12-05-1996
499131,d009,10-06-1989,01-01-9999
499132,d003,06-02-1988,01-01-9999
499133,d006,02-10-1998,01-01-9999
499134,d005,14-07-1985,01-01-9999
499135,d004,04-02-1992,01-01-9999
499136,d004,28-06-2000,01-01-9999
499136,d005,31-07-1996,28-06-2000
499137,d006,21-06-1990,01-01-9999
499138,d003,27-01-1988,06-02-2002
499139,d005,10-01-1995,01-01-9999
499140,d003,09-08-1997,01-01-9999
499141,d007,28-05-1993,12-05-1997
499142,d005,15-06-1985,01-01-9999
499143,d004,13-01-1988,01-01-9999
499144,d001,28-02-1992,01-01-9999
499145,d005,05-02-1998,01-01-9999
499145,d008,01-11-1997,05-02-1998
499146,d004,29-04-1992,01-01-9999
499147,d007,10-01-1994,01-01-9999
499148,d004,03-02-1998,01-01-9999
499149,d004,07-06-1987,12-12-1989
499150,d004,24-11-1986,01-01-9999
499151,d001,14-08-1986,23-02-1995
499152,d001,24-07-1985,01-01-9999
499153,d005,05-05-1994,01-01-9999
499154,d009,19-07-1992,01-01-9999
499155,d005,12-09-1999,05-08-2001
499155,d008,05-08-2001,01-01-9999
499156,d003,04-12-1996,01-01-9999
499157,d005,23-06-1996,01-01-9999
499158,d005,07-08-1996,01-01-9999
499159,d001,21-04-1992,01-01-9999
499160,d008,25-01-1990,01-03-1991
499161,d001,02-02-1995,01-01-9999
499162,d004,27-12-1989,01-01-9999
499163,d005,04-05-1993,01-01-9999
499164,d002,12-01-2000,20-11-2000
499165,d005,11-04-1992,26-09-2000
499166,d001,04-08-1988,29-06-1990
499166,d007,14-02-1987,04-08-1988
499167,d003,19-02-1996,01-01-9999
499168,d005,16-08-1987,01-01-9999
499169,d005,13-12-1990,01-01-9999
499170,d005,08-10-1990,01-01-9999
499171,d004,28-01-1992,01-01-9999
499172,d001,04-10-1989,01-01-9999
499173,d004,25-01-1989,01-01-9999
499174,d005,14-07-1992,01-01-9999
499175,d005,11-07-1990,04-01-2002
499176,d004,13-07-1985,02-04-1987
499176,d006,02-04-1987,01-01-9999
499177,d005,28-09-1985,01-01-9999
499178,d007,13-06-1990,01-01-9999
499179,d003,23-07-1999,01-01-9999
499180,d007,27-04-1998,01-01-9999
499181,d007,26-10-1988,01-01-9999
499182,d005,03-04-1991,01-01-9999
499183,d009,23-09-1987,01-01-9999
499184,d004,21-10-1988,14-03-1999
499185,d004,26-03-1987,27-09-1990
499185,d006,27-09-1990,01-01-1995
499186,d009,10-03-1986,01-01-9999
499187,d001,29-01-1992,01-01-9999
499188,d007,10-06-1985,30-03-1992
499189,d005,10-03-1991,01-01-9999
499190,d002,11-06-1990,01-01-9999
499191,d007,29-05-1986,01-01-9999
499192,d005,12-09-1988,01-01-9999
499193,d003,30-09-1994,01-01-9999
499194,d001,02-01-1998,27-08-1999
499194,d009,27-08-1999,01-01-9999
499195,d005,02-05-1991,31-03-1993
499196,d006,22-07-1997,01-01-9999
499197,d005,18-12-1992,01-01-9999
499198,d005,11-05-1995,01-01-9999
499199,d004,28-05-1999,01-01-9999
499200,d009,06-08-1996,01-01-9999
499201,d001,16-01-2000,01-01-9999
499202,d005,22-03-1994,01-01-9999
499203,d004,08-12-1993,01-01-9999
499204,d004,31-03-1998,22-06-2000
499204,d005,07-09-1994,31-03-1998
499205,d009,02-06-1995,01-01-9999
499206,d007,04-09-1985,01-01-9999
499207,d004,20-08-1989,15-07-1996
499208,d007,02-05-1991,01-01-9999
499209,d004,13-09-1991,24-07-1993
499210,d002,01-02-1995,01-01-9999
499211,d005,18-05-1996,01-01-9999
499212,d005,29-10-1994,01-01-9999
499213,d001,11-10-1996,03-04-2000
499213,d007,03-04-2000,01-01-9999
499214,d005,26-07-1994,01-01-9999
499215,d005,01-10-1999,12-12-2000
499216,d001,04-08-1996,01-01-9999
499217,d004,28-02-1987,01-01-9999
